timestamp,Bx,By,Bz,B norm
1756586276.0204687,208903.75,-70108.25,279951.78125,356270.8847312293
1756586276.0584688,208891.75,-70116.375,279967.734375,356277.9835357129
1756586276.0954688,208933.75,-70094.5,279958.15625,356290.78022061125
1756586276.1334686,208919.5,-70107.25,279955.875,356283.1401144715
1756586276.1704688,208882.25,-70102.375,279957.125,356261.32148181443
1756586276.208469,208893.0,-70101.875,279968.109375,356276.1577688403
1756586276.2464688,208935.0,-70087.125,279957.265625,356289.36258607614
1756586276.2834687,208907.75,-70095.375,279950.890625,356269.99700814526
1756586276.3214688,208893.75,-70081.75,279950.796875,356259.0337704751
1756586276.3594687,208892.0,-70076.375,279942.484375,356250.41832282493
1756586276.3964686,208921.75,-70074.875,279935.0,356261.6874634825
1756586276.4344687,208911.25,-70076.125,279929.078125,356251.12273716484
1756586276.4714687,208878.25,-70079.125,279930.078125,356233.1479844299
1756586276.5094688,208891.5,-70076.25,279924.59375,356236.0422141688
1756586276.547469,208913.75,-70068.5,279919.0,356243.1700290021
1756586276.5844688,208904.25,-70073.0,279918.515625,356238.1035020901
1756586276.6224687,208868.25,-70066.125,279922.9375,356219.1160917772
1756586276.659469,208901.5,-70051.125,279917.59375,356231.464229096
1756586276.6974688,208912.75,-70066.0,279914.578125,356238.61738371267
1756586276.7354686,208887.0,-70076.0,279911.75,356223.2619201931
1756586276.7724688,208871.5,-70069.0,279906.140625,356208.3882123388
1756586276.810469,208897.25,-70062.375,279906.34375,356222.34449806245
1756586276.8474689,208915.0,-70065.5,279898.546875,356227.24216149806
1756586276.8854687,208880.75,-70068.75,279905.8125,356213.50524427084
1756586276.9234688,208862.0,-70072.625,279895.359375,356195.0589467111
1756586276.9604688,208897.5,-70064.875,279891.578125,356211.3806720928
1756586276.9984686,208908.5,-70064.0,279878.0625,356207.0399879878
1756586277.0354688,208873.25,-70080.125,279867.046875,356180.8844002041
1756586277.0734687,208868.25,-70060.25,279864.8125,356172.2866307613
1756586277.1114688,208890.5,-70070.375,279853.953125,356178.7943190615
1756586277.1484687,208899.25,-70077.0,279843.828125,356177.27428798296
1756586277.1864688,208861.5,-70079.875,279836.21875,356149.7218678733
1756586277.2234688,208853.75,-70066.25,279834.015625,356140.76511814503
1756586277.2614686,208881.25,-70076.375,279829.65625,356155.4596685221
1756586277.2994688,208900.0,-70071.0,279816.59375,356155.1363926296
1756586277.3364687,208857.75,-70084.75,279822.484375,356137.69061898254
1756586277.3744688,208852.25,-70082.375,279825.5625,356136.416340908
1756586277.4114687,208894.0,-70074.125,279823.328125,356157.5230055755
1756586277.4494689,208889.0,-70087.875,279816.296875,356151.77177694027
1756586277.4874687,208849.5,-70094.0,279816.3125,356129.82355785323
1756586277.524469,208867.0,-70074.625,279812.765625,356133.48700255895
1756586277.5624688,208900.25,-70077.375,279812.171875,356153.0632556144
1756586277.6004686,208878.25,-70091.375,279806.25,356138.26207179093
1756586277.6374688,208844.25,-70090.875,279804.96875,356117.2167328008
1756586277.6754687,208856.0,-70087.125,279788.40625,356110.35662934696
1756586277.7124686,208898.75,-70077.0,279785.953125,356131.51116775273
1756586277.7504687,208875.25,-70100.625,279776.5,356114.9500374888
1756586277.7884688,208845.0,-70098.125,279772.21875,356093.3522797266
1756586277.8254688,208863.0,-70083.5,279767.765625,356097.5321791137
1756586277.8634686,208892.5,-70087.5,279751.359375,356102.7341718404
1756586277.9004688,208869.25,-70097.375,279750.09375,356090.04553706205
1756586277.9384687,208835.5,-70106.375,279740.515625,356064.4969075568
1756586277.9764688,208860.25,-70088.125,279744.015625,356078.1705947142
1756586278.0134687,208883.0,-70095.5,279728.453125,356080.7412609608
1756586278.0514688,208854.75,-70101.875,279729.703125,356066.40713001665
1756586278.0884688,208832.25,-70105.125,279728.25,356052.7082320687
1756586278.126469,208868.5,-70077.875,279707.078125,356051.97430991795
1756586278.1644688,208881.25,-70101.5,279708.171875,356064.9636196561
1756586278.2014687,208844.5,-70104.375,279705.796875,356042.1061895199
1756586278.2394688,208835.25,-70091.875,279712.609375,356039.5714340605
1756586278.2764688,208878.75,-70084.625,279702.484375,356055.70719832624
1756586278.3144686,208876.0,-70100.75,279699.703125,356055.08345588273
1756586278.3524687,208849.25,-70100.875,279712.421875,356049.407881134
1756586278.389469,208834.0,-70090.125,279714.96875,356040.3473222229
1756586278.4274688,208864.75,-70082.375,279706.109375,356049.8991713136
1756586278.4654686,208884.0,-70083.875,279694.5,356052.3673861271
1756586278.5024688,208832.75,-70108.375,279705.296875,356035.60891803366
1756586278.5404687,208833.0,-70081.125,279696.5,356023.4796786802
1756586278.5774686,208873.5,-70081.625,279695.453125,356046.5133429756
1756586278.6154687,208875.5,-70085.875,279694.1875,356047.5289846157
1756586278.6534688,208837.5,-70097.375,279696.546875,356029.355140752
1756586278.6904688,208830.0,-70090.25,279697.59375,356024.375562408
1756586278.728469,208872.25,-70088.25,279698.546875,356049.5144388089
1756586278.7654688,208877.0,-70088.125,279692.9375,356047.8699309891
1756586278.8034687,208840.25,-70087.375,279696.171875,356028.70490451
1756586278.8414688,208840.0,-70075.375,279691.640625,356022.6363827092
1756586278.8784688,208873.75,-70070.875,279704.9375,356051.9948325062
1756586278.9164689,208863.25,-70084.625,279693.40625,356039.48286907823
1756586278.9534688,208834.5,-70076.875,279695.625,356022.83556558035
1756586278.991469,208847.0,-70065.5,279692.796875,356025.70739064616
1756586279.0294688,208875.75,-70068.375,279692.15625,356042.63562244555
1756586279.0664687,208859.25,-70082.625,279687.109375,356031.7960351243
1756586279.1044688,208827.5,-70075.625,279688.65625,356013.0087655805
1756586279.1414688,208843.0,-70073.75,279696.421875,356027.83247625525
1756586279.1794686,208879.25,-70070.25,279688.5625,356042.23486679414
1756586279.2174687,208858.75,-70077.875,279683.171875,356027.4745664145
1756586279.254469,208836.0,-70062.25,279683.796875,356011.5447643219
1756586279.2924688,208846.5,-70076.25,279694.46875,356028.8432496126
1756586279.3294687,208884.75,-70056.25,279687.390625,356041.78606063407
1756586279.3674688,208855.5,-70074.0,279678.65625,356021.2579580827
1756586279.4054687,208829.0,-70076.75,279678.40625,356006.057608719
1756586279.4424686,208852.0,-70069.5,279680.625,356019.8656460628
1756586279.4804688,208880.75,-70059.75,279681.234375,356035.2920036842
1756586279.5184689,208855.25,-70067.875,279680.8125,356021.5996821517
1756586279.5554688,208826.25,-70062.625,279684.953125,356006.80768137926
1756586279.593469,208853.5,-70069.125,279681.609375,356021.4450887835
1756586279.6304688,208883.0,-70054.375,279683.109375,356037.0273093921
1756586279.6684687,208847.25,-70065.875,279680.859375,356016.5498580321
1756586279.7064688,208833.5,-70061.125,279680.265625,356007.0827084571
1756586279.7434688,208865.5,-70061.75,279686.03125,356030.5070913004
1756586279.7814686,208877.5,-70061.875,279681.828125,356034.2698647248
1756586279.8184688,208840.75,-70068.5,279689.71875,356020.21336894145
1756586279.856469,208828.75,-70075.125,279683.6875,356009.74006890005
