timestamp,Bx,By,Bz,B norm
1756308117.2377007,202830.75,-51277.0,295251.265625,361860.4064107136
1756308117.2747006,202831.25,-51291.5,295255.96875,361866.57904718624
1756308117.3127007,202823.25,-51275.5,295248.03125,361853.35095562326
1756308117.3507006,202824.0,-51274.5,295250.765625,361855.86070754565
1756308117.3877006,202828.25,-51277.25,295257.078125,361863.7831401996
1756308117.425701,202829.0,-51280.0,295254.21875,361862.26016355015
1756308117.4627006,202823.5,-51288.75,295242.9375,361851.2127552448
1756308117.5007007,202823.25,-51274.625,295246.046875,361851.607851572
1756308117.5387006,202830.75,-51281.25,295253.21875,361862.6022807004
1756308117.5757003,202832.0,-51282.0,295253.234375,361863.42196593824
1756308117.6137006,202828.5,-51277.625,295249.140625,361857.4999605392
1756308117.6507006,202833.5,-51273.75,295248.296875,361859.0650638735
1756308117.688701,202839.0,-51269.75,295257.71875,361869.26875256567
1756308117.7267003,202834.75,-51273.5,295252.609375,361863.24896645534
1756308117.7637007,202827.0,-51268.0,295247.234375,361853.7400098086
1756308117.8017006,202827.75,-51275.625,295247.96875,361855.8399973726
1756308117.8387003,202834.0,-51284.125,295258.71875,361869.3189963847
1756308117.8767006,202833.0,-51273.625,295248.46875,361858.9073228132
1756308117.9147007,202823.0,-51277.875,295249.671875,361854.8860189825
1756308117.9517007,202832.0,-51270.0,295253.234375,361861.7215634982
1756308117.9897006,202833.75,-51275.75,295252.0,361862.51005198783
1756308118.0267007,202828.5,-51273.5,295252.625,361859.7584477868
1756308118.0647006,202820.5,-51281.5,295252.375,361856.2040447015
1756308118.1027007,202827.5,-51271.5,295258.421875,361863.6444251004
1756308118.139701,202839.25,-51273.125,295262.09375,361873.4567406981
1756308118.1777003,202826.75,-51270.125,295251.25,361857.17743281065
1756308118.2157006,202826.25,-51267.75,295258.390625,361862.3869837677
1756308118.2527006,202827.0,-51271.125,295253.0,361858.887132492
1756308118.290701,202829.25,-51284.125,295261.765625,361869.14260899695
1756308118.3277006,202830.0,-51274.625,295254.03125,361861.9060335954
1756308118.3657007,202822.75,-51278.25,295248.15625,361853.56238352746
1756308118.4037006,202832.5,-51272.25,295257.515625,361865.81381688936
1756308118.4407003,202834.5,-51281.75,295255.359375,361866.5216802639
1756308118.4787006,202827.25,-51272.375,295255.15625,361860.96373181103
1756308118.5157006,202825.5,-51264.875,295253.921875,361857.91305647057
1756308118.5537007,202829.25,-51270.125,295253.75,361860.61855656607
1756308118.5917006,202832.0,-51280.125,295261.28125,361869.7219296017
1756308118.6287007,202821.75,-51266.125,295252.0,361854.42010507226
1756308118.6667006,202824.5,-51268.75,295255.984375,361859.5844192368
1756308118.7037003,202828.25,-51271.0,295257.796875,361863.48400265706
1756308118.7417006,202837.0,-51270.375,295261.953125,361871.6911901652
1756308118.7797005,202831.5,-51270.125,295248.40625,361857.51961639634
1756308118.8167007,202820.75,-51272.375,295250.546875,361853.5594666573
1756308118.8547006,202836.5,-51261.625,295252.890625,361862.7769642919
1756308118.8917007,202822.75,-51289.875,295253.390625,361859.4808356373
1756308118.9297006,202828.75,-51271.875,295254.390625,361861.10895745375
1756308118.9677007,202819.75,-51274.25,295252.1875,361854.60329621367
1756308119.004701,202827.5,-51282.0,295256.578125,361863.627912967
1756308119.0427003,202827.25,-51282.875,295255.0625,361862.3751410293
1756308119.0797007,202824.75,-51276.0,295255.859375,361860.64981403033
1756308119.1177006,202822.25,-51269.625,295254.1875,361856.9811113063
1756308119.1557007,202834.0,-51273.25,295254.84375,361864.6162301578
1756308119.1927006,202836.0,-51266.875,295257.796875,361867.2435904421
1756308119.2307007,202823.25,-51272.75,295252.734375,361856.79873264686
1756308119.2687006,202824.5,-51272.125,295254.828125,361859.119179535
1756308119.3057003,202842.0,-51266.0,295254.59375,361867.8693259151
1756308119.3437006,202828.25,-51287.125,295259.5625,361867.20967299526
1756308119.3807006,202820.25,-51274.75,295253.09375,361855.6938429618
1756308119.4187007,202823.75,-51272.375,295256.796875,361860.3406054443
1756308119.4567006,202838.25,-51264.375,295254.125,361865.1546318307
1756308119.4937007,202821.0,-51283.625,295251.953125,361856.44122810336
1756308119.5317006,202819.75,-51268.625,295253.59375,361854.9537062373
1756308119.5687006,202824.75,-51262.25,295258.53125,361860.8817812893
1756308119.606701,202834.0,-51274.5,295256.390625,361866.05548345175
1756308119.6447003,202831.0,-51276.0,295251.15625,361860.3155970021
1756308119.6817007,202825.0,-51267.0,295250.6875,361855.2948116452
1756308119.7197006,202820.5,-51279.5,295261.171875,361863.09836386784
1756308119.7567005,202831.75,-51268.875,295255.25,361863.06664868497
1756308119.7947006,202822.5,-51272.375,295248.5625,361852.921230031
1756308119.8327007,202822.5,-51266.75,295250.203125,361853.4628923237
1756308119.869701,202824.75,-51277.875,295256.40625,361861.3617239939
1756308161.2721117,203439.25,-51493.375,295058.765625,362075.64303830464
1756308161.3101118,203059.25,-52219.125,295252.78125,362124.427320484
1756308161.348112,203084.0,-52214.125,295255.546875,362139.8402081314
1756308161.3851118,203086.5,-52208.25,295252.0,362137.50338001794
1756308161.4231117,203093.0,-52202.75,295250.84375,362139.41306028736
1756308161.460112,203081.5,-52226.25,295254.921875,362139.677089828
1756308161.4981115,203087.0,-52224.75,295255.296875,362142.8508397023
1756308161.5361118,203083.75,-52218.375,295251.109375,362136.6948941675
1756308161.5731118,203082.25,-52223.0,295256.453125,362140.8774303418
1756308161.611112,203091.75,-52217.75,295259.96875,362148.3142020352
1756308161.6481118,203089.25,-52214.25,295254.0,362141.5412302557
1756308161.6861117,203091.25,-52210.75,295253.78125,362141.97987053066
1756308161.7241118,203083.75,-52227.0,295262.25,362147.0216888785
1756308161.7611115,203096.75,-52219.75,295260.84375,362152.1199752763
1756308161.7991118,203087.75,-52225.25,295253.765625,362142.0951137377
